model,idx,key,gt_type,pred_type,p_rev,axis_signed_deg,axis_unsigned_deg,origin_line_err_m,origin_qstar_err_m,point3d_err_m,point2d_err_frac,mask_iou,z_p_m,radius_m,matched,confidence
opdformer_c_rgbd,0,420693/42445168/7953.145/a36b3f7b-da1a-43de-bf7f-66853430701a,0,-1,nan,90.000000,90.000000,nan,nan,nan,nan,0.000000,nan,nan,0,nan
opdformer_c_rgbd,1,420693/42445168/7953.245/a36b3f7b-da1a-43de-bf7f-66853430701a,0,-1,nan,90.000000,90.000000,nan,nan,nan,nan,0.000000,nan,nan,0,nan
opdformer_c_rgbd,2,420693/42445168/7953.345/a36b3f7b-da1a-43de-bf7f-66853430701a,0,-1,nan,90.000000,90.000000,nan,nan,nan,nan,0.000000,nan,nan,0,nan
opdformer_c_rgbd,3,420693/42445168/7953.445/a36b3f7b-da1a-43de-bf7f-66853430701a,0,-1,nan,90.000000,90.000000,nan,nan,nan,nan,0.000000,nan,nan,0,nan
opdformer_c_rgbd,4,420693/42445168/7955.444/88f94051-70d3-4070-914c-a7e4e85d9494,0,1,nan,78.127880,78.127880,nan,nan,nan,nan,0.771117,nan,nan,1,0.002354
opdformer_c_rgbd,5,420693/42445168/7955.544/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,nan,19.167117,19.167117,nan,nan,nan,nan,0.739766,nan,nan,1,0.001009
opdformer_c_rgbd,6,420693/42445168/7955.544/a36b3f7b-da1a-43de-bf7f-66853430701a,0,-1,nan,90.000000,90.000000,nan,nan,nan,nan,0.000000,nan,nan,0,nan
opdformer_c_rgbd,7,420693/42445168/7955.644/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,nan,41.518849,41.518849,nan,nan,nan,nan,0.748571,nan,nan,1,0.002631
opdformer_c_rgbd,8,420693/42445168/7955.644/a36b3f7b-da1a-43de-bf7f-66853430701a,0,-1,nan,90.000000,90.000000,nan,nan,nan,nan,0.000000,nan,nan,0,nan
opdformer_c_rgbd,9,420693/42445168/7955.744/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,nan,25.511557,25.511557,nan,nan,nan,nan,0.734104,nan,nan,1,0.002083
opdformer_c_rgbd,10,420693/42445168/7955.744/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,nan,66.338892,66.338892,nan,nan,nan,nan,0.436004,nan,nan,1,0.002035
opdformer_c_rgbd,11,420693/42445168/7955.844/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,nan,23.859982,23.859982,nan,nan,nan,nan,0.572139,nan,nan,1,0.007016
opdformer_c_rgbd,12,420693/42445168/7955.844/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,nan,21.439140,21.439140,nan,nan,nan,nan,0.659161,nan,nan,1,0.007681
opdformer_c_rgbd,13,420693/42445168/7955.944/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,nan,8.001221,8.001221,nan,nan,nan,nan,0.665448,nan,nan,1,0.006750
opdformer_c_rgbd,14,420693/42445168/7956.044/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,nan,23.337197,23.337197,nan,nan,nan,nan,0.773636,nan,nan,1,0.003621
opdformer_c_rgbd,15,420693/42445168/7956.144/a36b3f7b-da1a-43de-bf7f-66853430701a,0,1,nan,71.976585,71.976585,nan,nan,nan,nan,0.593985,nan,nan,1,0.933085
opdformer_c_rgbd,16,420693/42445168/7956.244/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,nan,31.447300,31.447300,nan,nan,nan,nan,0.566807,nan,nan,1,0.334546
opdformer_c_rgbd,17,420693/42445168/7983.450/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,nan,5.039377,5.039377,nan,nan,nan,nan,0.570356,nan,nan,1,0.001098
opdformer_c_rgbd,18,420693/42445168/7983.550/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,nan,7.763323,7.763323,nan,nan,nan,nan,0.542994,nan,nan,1,0.001622
opdformer_c_rgbd,19,420693/42445168/7983.650/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,nan,3.798294,3.798294,nan,nan,nan,nan,0.506944,nan,nan,1,0.002486
opdformer_c_rgbd,20,420693/42445168/7983.750/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,nan,6.369979,6.369979,nan,nan,nan,nan,0.471239,nan,nan,1,0.001380
